Order_ID,Order_Date,Sales_Channel,Product_Category,Sales,Profit
ORD-2358,2025-04-20,Online,Apperal,192.45,76.71
ORD-2645,2025-04-21,Retail,Apperal,591.97,121.16
ORD-0814,2025-04-21,Online,Footwear,361.53,61.22
ORD-0912,2025-04-21,Online,Apperal,81.91,35.29
ORD-1827,2025-04-21,Online,Accessories,182.86,81.86
ORD-0910,2025-04-21,Retail,Footwear,87.84,31.18
ORD-2879,2025-04-22,Retail,Footwear,126.29,54.52
ORD-2665,2025-04-22,Online,Accessories,313.73,81.32
ORD-0293,2025-04-22,Online,Footwear,200.24,68.93
ORD-2741,2025-04-23,Online,Accessories,423.46,119.63
ORD-0198,2025-04-23,Online,Apperal,330.95,62.43
ORD-1638,2025-04-23,Online,Footwear,411.04,57.19
ORD-0211,2025-04-23,Online,Accessories,227.58,36.01
ORD-1346,2025-04-23,Retail,Accessories,33.78,13.52
ORD-2736,2025-04-23,Online,Apperal,114.09,20.09
ORD-0206,2025-04-23,Retail,Footwear,354.76,143.81
ORD-0974,2025-04-23,Online,Apperal,134.85,52.48
ORD-2588,2025-04-23,Retail,Footwear,519.31,82.4
ORD-1208,2025-04-23,Online,Footwear,381.18,56.83
ORD-1582,2025-04-24,Retail,Apperal,315.04,101.64
ORD-2023,2025-04-24,Retail,Accessories,229.2,25.19
ORD-2308,2025-04-24,Online,Accessories,133.6,15.65
ORD-1209,2025-04-24,Retail,Apperal,486.77,199.72
ORD-1588,2025-04-25,Online,Apperal,191.46,27.02
ORD-0522,2025-04-25,Retail,Footwear,421.26,53.06
ORD-1286,2025-04-25,Online,Accessories,243.48,58.32
ORD-1800,2025-04-26,Retail,Footwear,501.12,221.89
ORD-2261,2025-04-26,Online,Apperal,332.55,86.34
ORD-0357,2025-04-26,Online,Footwear,222.21,41.78
ORD-2729,2025-04-27,Online,Footwear,57.05,23.21
ORD-2109,2025-04-27,Retail,Accessories,558.56,77.62
ORD-2366,2025-04-27,Online,Apperal,233.91,88.3
ORD-1757,2025-04-27,Retail,Apperal,361.44,98.21
ORD-1145,2025-04-27,Retail,Apperal,376.61,160.6
ORD-0437,2025-04-27,Online,Apperal,447.92,63.27
ORD-0656,2025-04-27,Online,Accessories,322.98,55.19
ORD-1888,2025-04-27,Online,Accessories,236.0,50.79
ORD-0446,2025-04-28,Online,Apperal,46.68,14.31
ORD-0770,2025-04-28,Online,Footwear,278.88,63.1
ORD-2159,2025-04-28,Online,Apperal,439.87,76.92
ORD-2744,2025-04-28,Online,Apperal,138.55,22.52
ORD-0970,2025-04-28,Retail,Accessories,586.25,126.81
ORD-1076,2025-04-28,Retail,Apperal,62.89,27.0
ORD-0955,2025-04-28,Retail,Footwear,237.6,34.68
ORD-1974,2025-04-29,Retail,Accessories,74.59,30.25
ORD-0721,2025-04-29,Online,Accessories,496.92,72.1
ORD-2703,2025-04-29,Retail,Footwear,298.53,109.74
ORD-2559,2025-04-29,Online,Apperal,204.99,49.01
ORD-1267,2025-04-29,Online,Apperal,373.46,38.78
ORD-2019,2025-04-29,Online,Footwear,577.94,193.36
ORD-2484,2025-04-30,Online,Footwear,308.77,127.66
ORD-1671,2025-04-30,Retail,Apperal,276.44,73.14
ORD-0432,2025-04-30,Retail,Accessories,283.52,78.95
ORD-1242,2025-04-30,Online,Footwear,464.08,164.82
ORD-0283,2025-04-30,Online,Apperal,410.03,79.65
ORD-1549,2025-04-30,Online,Footwear,311.15,56.49
ORD-1953,2025-05-01,Online,Apperal,475.91,79.13
ORD-0849,2025-05-01,Retail,Accessories,117.94,21.97
ORD-1848,2025-05-02,Online,Accessories,367.97,78.11
ORD-1807,2025-05-02,Online,Footwear,251.39,85.84
ORD-0693,2025-05-02,Retail,Apperal,170.76,70.25
ORD-2589,2025-05-02,Retail,Footwear,173.21,57.45
ORD-0009,2025-05-02,Online,Footwear,411.0,130.85
ORD-0230,2025-05-03,Online,Apperal,338.07,130.96
ORD-0240,2025-05-04,Online,Footwear,513.52,207.31
ORD-2580,2025-05-04,Online,Apperal,485.03,171.01
ORD-1571,2025-05-04,Online,Footwear,323.39,61.9
ORD-2755,2025-05-04,Online,Apperal,439.38,127.98
ORD-2110,2025-05-04,Online,Footwear,286.11,49.85
ORD-2420,2025-05-04,Online,Apperal,294.71,51.93
ORD-0404,2025-05-05,Retail,Apperal,339.88,42.43
ORD-1989,2025-05-06,Online,Footwear,335.52,64.97
ORD-0898,2025-05-06,Retail,Accessories,509.04,58.39
ORD-0636,2025-05-06,Retail,Apperal,137.95,48.07
ORD-0812,2025-05-06,Retail,Footwear,95.09,15.9
ORD-1118,2025-05-07,Retail,Footwear,414.47,168.27
ORD-1839,2025-05-07,Online,Accessories,284.06,59.2
ORD-0438,2025-05-07,Retail,Footwear,406.68,177.06
ORD-1284,2025-05-08,Online,Apperal,163.87,49.72
ORD-0363,2025-05-08,Retail,Apperal,267.02,27.63
ORD-1307,2025-05-08,Online,Apperal,139.47,23.36
ORD-2643,2025-05-08,Online,Accessories,389.58,124.54
ORD-2374,2025-05-08,Online,Footwear,270.92,78.49
ORD-2971,2025-05-09,Online,Apperal,501.05,209.12
ORD-2959,2025-05-09,Retail,Apperal,402.08,108.32
ORD-2651,2025-05-09,Retail,Footwear,481.46,126.98
ORD-2009,2025-05-09,Retail,Apperal,324.47,63.58
ORD-0101,2025-05-09,Online,Footwear,539.67,57.45
ORD-2487,2025-05-09,Online,Footwear,427.34,83.12
ORD-1334,2025-05-10,Retail,Apperal,244.64,50.76
ORD-2254,2025-05-10,Online,Accessories,260.43,91.19
ORD-2488,2025-05-10,Online,Apperal,166.61,18.7
ORD-0220,2025-05-10,Online,Footwear,306.36,106.21
ORD-2386,2025-05-10,Online,Accessories,117.18,47.15
ORD-2349,2025-05-10,Online,Accessories,533.3,107.9
ORD-1923,2025-05-10,Online,Accessories,253.41,60.47
ORD-1702,2025-05-10,Online,Apperal,198.55,40.04
ORD-1089,2025-05-10,Online,Accessories,34.11,11.3
ORD-2844,2025-05-11,Retail,Footwear,88.04,31.32
ORD-1381,2025-05-11,Retail,Footwear,113.18,32.85
ORD-1447,2025-05-11,Retail,Apperal,251.07,49.37
ORD-0018,2025-05-11,Retail,Accessories,101.23,26.75
ORD-0279,2025-05-11,Online,Apperal,354.13,55.1
ORD-0045,2025-05-11,Online,Footwear,175.89,48.26
ORD-2985,2025-05-11,Online,Apperal,208.78,91.72
ORD-2690,2025-05-12,Online,Accessories,471.95,56.36
ORD-2687,2025-05-12,Online,Footwear,90.04,18.06
ORD-0625,2025-05-12,Retail,Footwear,199.02,51.32
ORD-1027,2025-05-12,Retail,Accessories,332.18,35.81
ORD-1946,2025-05-13,Online,Apperal,100.79,21.47
ORD-0801,2025-05-13,Retail,Accessories,565.73,205.11
ORD-2095,2025-05-13,Retail,Footwear,511.77,69.37
ORD-1117,2025-05-13,Retail,Footwear,433.35,78.37
ORD-1616,2025-05-13,Retail,Apperal,364.68,73.82
ORD-0591,2025-05-13,Online,Accessories,66.62,29.34
ORD-2340,2025-05-14,Online,Accessories,305.03,113.54
ORD-0657,2025-05-14,Online,Accessories,286.91,125.0
ORD-1100,2025-05-14,Retail,Accessories,541.23,227.49
ORD-0117,2025-05-15,Retail,Accessories,496.17,144.45
ORD-0309,2025-05-15,Online,Apperal,136.23,44.22
ORD-2646,2025-05-16,Retail,Accessories,128.74,29.06
ORD-1141,2025-05-17,Online,Apperal,494.7,175.3
ORD-2757,2025-05-17,Online,Accessories,268.15,97.69
ORD-0942,2025-05-17,Retail,Footwear,33.54,4.42
ORD-1009,2025-05-17,Retail,Apperal,583.27,124.46
ORD-1428,2025-05-17,Online,Accessories,77.35,27.34
ORD-2541,2025-05-18,Retail,Accessories,200.63,51.37
ORD-0802,2025-05-18,Online,Apperal,174.88,30.63
ORD-2763,2025-05-18,Online,Apperal,537.49,117.63
ORD-0105,2025-05-19,Online,Apperal,569.77,95.61
ORD-0982,2025-05-19,Online,Footwear,372.52,50.82
ORD-0975,2025-05-20,Retail,Footwear,278.43,99.11
ORD-1503,2025-05-20,Retail,Accessories,184.29,67.49
ORD-1469,2025-05-21,Online,Accessories,256.66,55.86
ORD-2115,2025-05-21,Online,Apperal,310.33,67.28
ORD-1108,2025-05-21,Online,Footwear,284.82,89.26
ORD-1187,2025-05-21,Online,Accessories,299.13,41.24
ORD-2158,2025-05-21,Retail,Footwear,567.17,253.22
ORD-2837,2025-05-22,Online,Footwear,363.15,36.76
ORD-1491,2025-05-22,Online,Apperal,159.01,17.29
ORD-2075,2025-05-23,Online,Accessories,415.16,84.07
ORD-1041,2025-05-23,Retail,Apperal,241.38,51.94
ORD-0678,2025-05-23,Online,Apperal,95.75,37.63
ORD-1808,2025-05-23,Online,Footwear,155.77,46.41
ORD-0395,2025-05-23,Online,Accessories,477.51,171.39
ORD-2323,2025-05-23,Retail,Footwear,583.08,161.95
ORD-0263,2025-05-24,Retail,Apperal,79.47,11.58
ORD-0237,2025-05-24,Online,Apperal,430.08,175.49
ORD-2883,2025-05-24,Online,Accessories,43.46,19.26
ORD-0572,2025-05-24,Online,Footwear,414.92,159.05
ORD-1199,2025-05-24,Retail,Footwear,143.49,26.0
ORD-2126,2025-05-24,Online,Accessories,201.9,88.74
ORD-0581,2025-05-24,Online,Accessories,53.27,7.12
ORD-0705,2025-05-25,Retail,Accessories,347.4,138.31
ORD-1043,2025-05-25,Online,Accessories,55.05,6.69
ORD-1545,2025-05-25,Retail,Apperal,170.03,57.95
ORD-1924,2025-05-25,Online,Footwear,353.51,157.01
ORD-0900,2025-05-25,Online,Apperal,261.04,70.37
ORD-0750,2025-05-25,Retail,Footwear,537.94,106.68
ORD-2024,2025-05-25,Online,Apperal,259.12,27.26
ORD-2184,2025-05-26,Retail,Apperal,445.77,194.15
ORD-0909,2025-05-26,Online,Footwear,166.24,40.81
ORD-2739,2025-05-26,Online,Apperal,561.63,158.4
ORD-1306,2025-05-26,Retail,Apperal,99.94,26.62
ORD-0724,2025-05-26,Online,Accessories,309.06,127.08
ORD-1495,2025-05-26,Retail,Accessories,33.62,14.16
ORD-1254,2025-05-27,Retail,Accessories,155.43,40.95
ORD-1849,2025-05-27,Online,Accessories,183.11,43.12
ORD-1597,2025-05-27,Online,Apperal,205.12,29.2
ORD-2031,2025-05-27,Online,Accessories,122.23,37.73
ORD-0249,2025-05-27,Online,Accessories,82.21,22.7
ORD-1359,2025-05-28,Retail,Footwear,558.48,164.85
ORD-0250,2025-05-28,Online,Apperal,372.4,97.82
ORD-2830,2025-05-28,Retail,Footwear,169.5,34.29
ORD-1178,2025-05-28,Online,Apperal,173.95,29.43
ORD-2521,2025-05-28,Retail,Accessories,241.42,53.33
ORD-2403,2025-05-29,Online,Footwear,537.22,56.1
ORD-1341,2025-05-29,Retail,Apperal,597.47,200.29
ORD-2562,2025-05-29,Online,Footwear,284.08,120.02
ORD-2245,2025-05-29,Online,Apperal,480.03,95.31
ORD-0663,2025-05-29,Retail,Accessories,221.61,39.22
ORD-2296,2025-05-29,Retail,Apperal,322.54,73.65
ORD-2597,2025-05-29,Retail,Footwear,467.8,138.51
ORD-0405,2025-05-30,Online,Accessories,393.28,162.13
ORD-1252,2025-05-31,Retail,Footwear,248.18,63.92
ORD-0580,2025-05-31,Retail,Accessories,229.29,101.74
ORD-2001,2025-05-31,Retail,Footwear,250.95,53.86
ORD-0258,2025-05-31,Online,Footwear,125.5,43.65
ORD-2171,2025-06-01,Online,Footwear,570.51,108.25
ORD-1443,2025-06-01,Online,Footwear,553.45,56.11
ORD-1881,2025-06-01,Retail,Footwear,387.27,110.39
ORD-0281,2025-06-01,Online,Accessories,234.08,103.12
ORD-1314,2025-06-02,Retail,Footwear,37.73,16.06
ORD-1515,2025-06-02,Retail,Apperal,373.74,100.38
ORD-1748,2025-06-02,Online,Accessories,102.04,24.42
ORD-0297,2025-06-02,Retail,Accessories,137.83,22.82
ORD-2901,2025-06-03,Online,Apperal,448.25,130.95
ORD-0458,2025-06-03,Retail,Footwear,251.75,112.48
ORD-2174,2025-06-03,Online,Apperal,485.81,150.46
ORD-1367,2025-06-03,Retail,Apperal,490.92,210.66
ORD-2694,2025-06-03,Retail,Accessories,289.72,126.46
ORD-0766,2025-06-03,Online,Accessories,255.09,32.64
ORD-2092,2025-06-03,Online,Accessories,214.41,54.68
ORD-2431,2025-06-04,Retail,Footwear,396.03,124.59
ORD-0373,2025-06-04,Online,Footwear,66.73,19.02
ORD-1172,2025-06-05,Online,Accessories,508.83,52.88
ORD-2123,2025-06-05,Retail,Footwear,306.29,34.19
ORD-1962,2025-06-05,Online,Apperal,104.48,21.01
ORD-2405,2025-06-05,Online,Apperal,593.6,187.36
ORD-1700,2025-06-06,Retail,Accessories,66.6,25.07
ORD-0096,2025-06-06,Retail,Apperal,549.55,72.51
ORD-1085,2025-06-06,Online,Accessories,200.61,21.8
ORD-1082,2025-06-06,Online,Footwear,171.68,72.18
ORD-1064,2025-06-06,Online,Apperal,563.27,187.87
ORD-1280,2025-06-07,Retail,Accessories,334.57,82.78
ORD-2336,2025-06-07,Retail,Footwear,221.48,44.54
ORD-0342,2025-06-07,Retail,Accessories,245.53,56.25
ORD-1442,2025-06-08,Retail,Footwear,336.67,64.71
ORD-2049,2025-06-08,Retail,Footwear,43.33,4.93
ORD-1874,2025-06-08,Online,Footwear,587.18,121.88
ORD-1077,2025-06-08,Online,Apperal,134.99,24.23
ORD-2718,2025-06-08,Retail,Apperal,595.17,178.59
ORD-2143,2025-06-08,Online,Accessories,195.45,22.24
ORD-2202,2025-06-09,Online,Apperal,566.82,213.42
ORD-2568,2025-06-09,Retail,Accessories,277.23,98.95
ORD-0273,2025-06-09,Online,Accessories,118.44,32.79
ORD-2244,2025-06-09,Online,Accessories,488.21,109.56
ORD-0154,2025-06-09,Online,Footwear,79.37,31.0
ORD-1548,2025-06-09,Retail,Footwear,103.16,15.53
ORD-0493,2025-06-09,Retail,Footwear,209.31,88.99
ORD-2745,2025-06-10,Online,Accessories,548.71,167.21
ORD-0360,2025-06-10,Online,Accessories,310.39,57.63
ORD-0027,2025-06-10,Online,Footwear,467.73,192.26
ORD-1979,2025-06-10,Retail,Accessories,211.48,93.64
ORD-2851,2025-06-10,Retail,Footwear,279.87,124.2
ORD-0303,2025-06-10,Online,Apperal,82.86,17.67
ORD-2300,2025-06-10,Retail,Accessories,255.95,67.34
ORD-1166,2025-06-10,Retail,Footwear,318.48,110.67
ORD-2043,2025-06-10,Online,Footwear,516.02,207.08
ORD-1458,2025-06-10,Online,Footwear,466.84,87.65
ORD-1217,2025-06-11,Online,Apperal,497.41,119.12
ORD-2715,2025-06-11,Online,Footwear,444.58,74.39
ORD-2977,2025-06-11,Online,Apperal,583.96,100.26
ORD-1722,2025-06-11,Retail,Apperal,446.16,54.46
ORD-0077,2025-06-11,Online,Apperal,237.19,66.99
ORD-0300,2025-06-12,Online,Apperal,264.07,56.66
ORD-0592,2025-06-12,Retail,Apperal,573.63,64.9
ORD-1723,2025-06-12,Online,Apperal,561.54,233.63
ORD-2804,2025-06-12,Retail,Apperal,599.72,169.01
ORD-1927,2025-06-12,Retail,Accessories,495.99,97.82
ORD-2356,2025-06-13,Online,Footwear,85.92,11.25
ORD-2458,2025-06-13,Online,Accessories,339.88,142.84
ORD-2938,2025-06-13,Retail,Accessories,46.7,9.38
ORD-1957,2025-06-14,Retail,Footwear,219.33,66.53
ORD-1021,2025-06-14,Online,Footwear,571.79,61.23
ORD-0612,2025-06-14,Retail,Accessories,389.46,67.56
ORD-2839,2025-06-14,Online,Apperal,303.45,117.84
ORD-1246,2025-06-14,Retail,Apperal,90.03,38.05
ORD-1804,2025-06-15,Online,Apperal,119.41,12.82
ORD-1772,2025-06-15,Retail,Accessories,105.53,21.48
ORD-0794,2025-06-15,Online,Apperal,94.73,25.89
ORD-0049,2025-06-16,Retail,Footwear,242.55,67.82
ORD-0631,2025-06-16,Retail,Apperal,167.14,25.73
ORD-2228,2025-06-16,Retail,Footwear,224.95,89.81
ORD-2217,2025-06-16,Online,Apperal,412.55,136.52
ORD-2182,2025-06-16,Online,Apperal,104.9,20.55
ORD-0506,2025-06-17,Retail,Accessories,456.63,129.52
ORD-0605,2025-06-17,Online,Apperal,561.87,91.0
ORD-1323,2025-06-17,Online,Footwear,349.92,144.73
ORD-0992,2025-06-17,Retail,Footwear,186.27,75.78
ORD-1599,2025-06-17,Online,Apperal,151.54,41.33
ORD-2556,2025-06-18,Online,Apperal,214.13,39.84
ORD-1609,2025-06-19,Retail,Accessories,169.94,35.24
ORD-1465,2025-06-19,Retail,Apperal,320.02,119.86
ORD-1563,2025-06-19,Online,Accessories,206.5,24.9
ORD-0606,2025-06-19,Retail,Apperal,336.87,108.44
ORD-0150,2025-06-20,Online,Footwear,38.47,5.04
ORD-1448,2025-06-20,Retail,Accessories,247.96,63.3
ORD-1385,2025-06-21,Retail,Accessories,551.67,120.73
ORD-0340,2025-06-21,Online,Accessories,236.77,99.21
ORD-2584,2025-06-21,Online,Accessories,284.27,107.75
ORD-0990,2025-06-21,Online,Footwear,406.43,102.33
ORD-2256,2025-06-21,Retail,Accessories,196.34,81.54
ORD-2153,2025-06-21,Online,Footwear,191.91,68.95
ORD-0662,2025-06-22,Online,Accessories,306.3,39.75
ORD-0965,2025-06-22,Online,Footwear,54.93,14.15
ORD-2456,2025-06-22,Online,Apperal,152.15,20.6
ORD-0638,2025-06-22,Retail,Accessories,75.44,18.31
ORD-2501,2025-06-22,Retail,Footwear,247.2,51.52
ORD-2372,2025-06-22,Retail,Footwear,291.96,130.58
ORD-0603,2025-06-23,Retail,Footwear,80.27,18.49
ORD-2016,2025-06-24,Retail,Accessories,379.98,151.34
ORD-1205,2025-06-24,Online,Footwear,521.93,205.08
ORD-1575,2025-06-25,Online,Apperal,295.92,122.95
ORD-0379,2025-06-25,Online,Accessories,96.93,34.77
ORD-1167,2025-06-26,Online,Footwear,582.43,178.04
ORD-2869,2025-06-26,Retail,Accessories,295.89,37.35
ORD-0559,2025-06-26,Online,Apperal,378.57,70.63
ORD-0727,2025-06-26,Online,Accessories,199.35,54.89
ORD-1222,2025-06-27,Retail,Accessories,457.97,198.33
ORD-2927,2025-06-27,Online,Apperal,490.7,208.39
ORD-1998,2025-06-27,Online,Apperal,294.01,76.1
ORD-0700,2025-06-27,Online,Accessories,443.36,64.29
ORD-2852,2025-06-27,Online,Apperal,132.09,45.97
ORD-1159,2025-06-28,Online,Apperal,527.29,230.97
ORD-1053,2025-06-28,Online,Footwear,160.7,49.83
ORD-2313,2025-06-29,Online,Footwear,442.2,119.03
ORD-0482,2025-06-29,Online,Accessories,410.4,70.88
ORD-1163,2025-06-29,Online,Accessories,278.73,120.29
ORD-0353,2025-06-30,Retail,Footwear,408.76,83.03
ORD-1160,2025-07-01,Retail,Apperal,214.39,22.06
ORD-2789,2025-07-01,Retail,Footwear,80.75,36.23
ORD-2809,2025-07-01,Online,Footwear,155.78,44.68
ORD-0630,2025-07-01,Retail,Accessories,269.58,88.41
ORD-1247,2025-07-01,Retail,Footwear,114.89,49.0
ORD-1134,2025-07-01,Retail,Apperal,589.09,136.61
ORD-2577,2025-07-02,Online,Apperal,473.92,128.38
ORD-1449,2025-07-02,Retail,Footwear,189.95,24.78
ORD-2735,2025-07-02,Online,Footwear,215.94,56.97
ORD-2438,2025-07-02,Online,Apperal,66.56,12.45
ORD-2737,2025-07-02,Retail,Accessories,513.19,111.36
ORD-2465,2025-07-02,Online,Footwear,229.48,99.08
ORD-0816,2025-07-02,Online,Accessories,298.33,31.95
ORD-0803,2025-07-03,Online,Apperal,515.67,202.18
ORD-0229,2025-07-03,Online,Footwear,310.37,42.65
ORD-1995,2025-07-03,Retail,Apperal,564.21,212.22
ORD-1992,2025-07-04,Online,Apperal,298.5,37.85
ORD-1895,2025-07-05,Online,Apperal,47.35,7.63
ORD-0587,2025-07-05,Retail,Accessories,44.22,13.01
ORD-2648,2025-07-05,Online,Apperal,219.81,69.01
ORD-1504,2025-07-06,Retail,Accessories,520.84,140.6
ORD-1347,2025-07-06,Online,Footwear,151.57,18.27
ORD-0241,2025-07-06,Retail,Accessories,301.08,30.33
ORD-2792,2025-07-07,Retail,Accessories,564.62,155.24
ORD-2719,2025-07-07,Retail,Footwear,194.07,50.31
ORD-2699,2025-07-07,Online,Accessories,415.15,62.53
ORD-1445,2025-07-07,Online,Apperal,282.69,38.19
ORD-0092,2025-07-07,Retail,Accessories,376.7,141.04
ORD-0452,2025-07-08,Online,Apperal,121.94,50.65
ORD-2560,2025-07-09,Online,Footwear,496.42,86.2
ORD-0650,2025-07-09,Online,Apperal,211.55,36.13
ORD-0173,2025-07-09,Online,Accessories,116.15,47.15
ORD-0403,2025-07-09,Online,Footwear,361.59,109.88
ORD-0544,2025-07-09,Retail,Footwear,423.36,78.68
ORD-2406,2025-07-09,Retail,Accessories,570.71,94.83
ORD-0039,2025-07-09,Online,Apperal,386.8,102.89
ORD-0358,2025-07-10,Online,Footwear,104.49,35.85
ORD-1611,2025-07-10,Online,Accessories,246.87,63.51
ORD-0652,2025-07-10,Online,Footwear,39.8,4.06
ORD-1664,2025-07-11,Retail,Accessories,446.04,134.98
ORD-0336,2025-07-11,Online,Accessories,172.83,48.98
ORD-2482,2025-07-11,Online,Footwear,470.01,121.22
ORD-0537,2025-07-11,Retail,Footwear,47.06,12.46
ORD-0888,2025-07-11,Online,Footwear,282.7,95.13
ORD-0025,2025-07-11,Online,Apperal,279.75,111.98
ORD-2017,2025-07-12,Retail,Apperal,257.82,80.05
ORD-0609,2025-07-13,Online,Apperal,25.45,9.28
ORD-0960,2025-07-13,Online,Accessories,85.67,27.1
ORD-1803,2025-07-13,Retail,Accessories,366.33,37.16
ORD-1206,2025-07-13,Online,Apperal,292.14,32.04
ORD-1561,2025-07-14,Online,Footwear,218.73,94.42
ORD-0823,2025-07-14,Online,Footwear,384.34,46.25
ORD-0824,2025-07-14,Retail,Footwear,444.1,188.83
ORD-0310,2025-07-14,Retail,Accessories,145.96,38.71
ORD-2822,2025-07-15,Online,Footwear,170.76,35.6
ORD-1071,2025-07-15,Retail,Apperal,242.23,35.09
ORD-2317,2025-07-15,Online,Apperal,123.43,48.32
ORD-0421,2025-07-15,Online,Accessories,120.93,50.41
ORD-0524,2025-07-15,Online,Accessories,140.09,55.57
ORD-1660,2025-07-15,Online,Apperal,403.84,143.3
ORD-2987,2025-07-15,Online,Accessories,176.16,31.37
ORD-2873,2025-07-17,Online,Footwear,541.07,185.33
ORD-2747,2025-07-17,Online,Footwear,189.48,66.21
ORD-0235,2025-07-17,Retail,Footwear,138.34,18.69
ORD-1049,2025-07-17,Online,Accessories,304.68,131.1
ORD-1976,2025-07-17,Online,Apperal,242.46,80.2
ORD-2833,2025-07-18,Retail,Footwear,451.54,198.97
ORD-1740,2025-07-18,Online,Apperal,378.98,162.38
ORD-2509,2025-07-19,Retail,Footwear,85.79,10.51
ORD-2499,2025-07-19,Online,Footwear,249.05,106.9
ORD-1408,2025-07-19,Retail,Footwear,35.37,4.57
ORD-1294,2025-07-20,Online,Accessories,353.14,81.75
ORD-0239,2025-07-20,Online,Apperal,335.85,146.16
ORD-0118,2025-07-20,Online,Apperal,545.71,95.45
ORD-1366,2025-07-20,Retail,Footwear,129.2,34.74
ORD-0706,2025-07-20,Online,Footwear,79.66,22.58
ORD-2183,2025-07-21,Retail,Apperal,170.14,47.09
ORD-2697,2025-07-21,Retail,Accessories,390.91,59.18
ORD-0078,2025-07-21,Online,Accessories,102.92,16.49
ORD-1142,2025-07-21,Online,Apperal,33.02,13.64
ORD-0666,2025-07-22,Retail,Apperal,359.32,79.25
ORD-2829,2025-07-22,Online,Accessories,247.6,78.13
ORD-0228,2025-07-22,Retail,Accessories,49.27,16.81
ORD-2607,2025-07-22,Online,Accessories,104.57,18.43
ORD-0469,2025-07-23,Online,Footwear,441.82,107.45
ORD-1956,2025-07-23,Retail,Accessories,142.59,52.4
ORD-0811,2025-07-24,Online,Footwear,175.94,44.26
ORD-2812,2025-07-24,Online,Apperal,87.45,30.71
ORD-1981,2025-07-25,Retail,Footwear,102.87,21.15
ORD-2351,2025-07-25,Online,Apperal,552.96,187.19
ORD-0065,2025-07-25,Online,Apperal,313.61,50.08
ORD-1749,2025-07-25,Online,Accessories,411.12,88.87
ORD-0137,2025-07-26,Online,Accessories,172.37,58.35
ORD-1870,2025-07-26,Online,Accessories,299.03,33.86
ORD-0779,2025-07-26,Retail,Apperal,179.74,67.66
ORD-0278,2025-07-27,Online,Footwear,422.1,83.39
ORD-2271,2025-07-27,Online,Accessories,242.37,94.43
ORD-1833,2025-07-27,Retail,Footwear,395.82,133.57
ORD-1727,2025-07-27,Online,Footwear,554.07,111.25
ORD-2675,2025-07-28,Online,Accessories,263.47,88.5
ORD-2258,2025-07-28,Retail,Footwear,197.88,59.55
ORD-1287,2025-07-28,Online,Accessories,282.88,40.13
ORD-2946,2025-07-29,Retail,Accessories,539.08,181.16
ORD-1110,2025-07-29,Retail,Footwear,364.5,116.53
ORD-1672,2025-07-29,Online,Apperal,257.04,104.16
ORD-1153,2025-07-29,Retail,Apperal,318.1,63.17
ORD-2684,2025-07-30,Online,Footwear,384.5,82.01
ORD-2529,2025-07-30,Online,Apperal,168.34,33.63
ORD-2722,2025-07-30,Online,Apperal,258.92,51.13
ORD-3000,2025-07-30,Online,Accessories,438.16,128.44
ORD-0902,2025-07-31,Online,Footwear,258.5,77.1
ORD-2907,2025-08-01,Online,Apperal,28.07,5.8
ORD-2616,2025-08-01,Online,Accessories,391.75,141.75
ORD-2453,2025-08-01,Online,Footwear,437.81,49.13
ORD-0665,2025-08-01,Online,Apperal,39.02,13.68
ORD-2450,2025-08-01,Retail,Accessories,54.52,7.78
ORD-1780,2025-08-02,Online,Footwear,459.38,113.06
ORD-2904,2025-08-02,Online,Apperal,538.36,91.68
ORD-0850,2025-08-02,Retail,Footwear,545.86,182.28
ORD-1188,2025-08-03,Online,Apperal,180.64,50.24
ORD-0011,2025-08-03,Online,Footwear,304.7,34.68
ORD-0593,2025-08-03,Online,Apperal,153.37,30.64
ORD-1079,2025-08-04,Online,Accessories,563.75,176.04
ORD-0873,2025-08-04,Retail,Apperal,145.47,61.73
ORD-1596,2025-08-04,Retail,Accessories,310.04,64.8
ORD-1400,2025-08-04,Retail,Apperal,270.18,33.59
ORD-1546,2025-08-04,Online,Accessories,491.17,52.76
ORD-2337,2025-08-04,Online,Footwear,418.13,67.02
ORD-1987,2025-08-04,Online,Apperal,567.4,78.79
ORD-0550,2025-08-05,Online,Footwear,328.49,53.72
ORD-0730,2025-08-05,Retail,Footwear,195.06,73.69
ORD-0623,2025-08-05,Online,Accessories,123.48,50.26
ORD-0091,2025-08-05,Retail,Footwear,109.79,45.81
ORD-1990,2025-08-05,Retail,Accessories,290.09,112.27
ORD-1375,2025-08-05,Online,Footwear,122.83,23.92
ORD-2557,2025-08-05,Online,Footwear,317.28,112.66
ORD-0133,2025-08-06,Online,Footwear,54.04,16.52
ORD-1107,2025-08-06,Online,Apperal,141.72,53.65
ORD-2224,2025-08-06,Online,Accessories,521.74,196.43
ORD-2020,2025-08-06,Retail,Apperal,319.09,51.47
ORD-0470,2025-08-06,Online,Accessories,539.49,101.91
ORD-1529,2025-08-06,Online,Footwear,155.97,19.63
ORD-2039,2025-08-08,Online,Accessories,467.27,136.22
ORD-0464,2025-08-08,Retail,Footwear,445.14,184.06
ORD-2162,2025-08-08,Online,Apperal,446.07,164.06
ORD-2545,2025-08-08,Retail,Apperal,431.08,91.58
ORD-2805,2025-08-08,Online,Apperal,505.26,162.29
ORD-2803,2025-08-08,Retail,Accessories,280.89,71.4
ORD-0214,2025-08-08,Retail,Footwear,179.39,44.12
